type,zone,from_station_name,to_station_name,departure,arrival,duration,number_of_halts,distance,speed,departure_days,sunday,monday,tuesday,wednesday,thursday,friday,saturday,classes,first_ac,second_ac,third_ac,first_class,sleeper,chair_car,second_sitting,name
Pass,NR,Old Delhi,Rewari,05:20,08:10,2.833333333,15.0,82.0,28.9,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Delhi Rewari Passenger
Pass,NR,Rewari,Old Delhi,09:30,12:20,2.833333333,15.0,82.0,28.9,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Rewari Delhi Passenger
Pass,NER,Nautanwa,Gorakhpur Junction,18:30,21:20,2.833333333,13.0,82.0,28.9,SMTWTFS,T,T,T,T,T,T,T,2S,F,F,F,F,F,F,T,Nautanwa Gorakhpur Passenger
Pass,NWR,Bari Sadri,Mavli Junction,12:45,15:40,2.916666667,0.0,82.0,28.1,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Bari Sadri Mavli Passenger
Pass,NER,Gorakhpur Junction,Nautanwa,06:15,09:10,2.916666667,5.0,82.0,28.1,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Gorakhpur Nautanwa Passenger
Pass,NER,Nautanwa,Gorakhpur Junction,11:15,14:10,2.916666667,13.0,82.0,28.1,SMTWTFS,T,T,T,T,T,T,T,2S,F,F,F,F,F,F,T,Nautanwa Gorakhpur Passenger
Pass,NR,Old Delhi,Rewari,03:40,06:40,3,15.0,82.0,27.3,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Delhi Rewari Passenger
Pass,NER,Gorakhpur Junction,Nautanwa,18:15,21:15,3,13.0,82.0,27.3,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Gorakhpur Nautanwa Passenger
Pass,NER,Nautanwa,Gorakhpur Junction,06:15,09:15,3,13.0,82.0,27.3,SMTWTFS,T,T,T,T,T,T,T,2S,F,F,F,F,F,F,T,Nautanwa Gorakhpur Passenger
Pass,NR,Rewari,Old Delhi,10:25,13:40,3.25,15.0,82.0,25.2,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Rewari Delhi Pass
Pass,ECoR,Cuttack,Paradip,15:00,16:40,1.666666667,7.0,83.0,49.8,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Cuttack Paradip Passenger
Pass,NWR,Bhiwani,Rewari,06:45,08:40,1.916666667,6.0,83.0,43.3,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Bhiwani Rewari Passenger
Pass,NWR,Rewari,Bhiwani,21:40,23:35,1.916666667,6.0,83.0,43.3,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Rewari Bhiwani Passenger
Pass,ECoR,Cuttack,Paradip,19:00,20:55,1.916666667,10.0,83.0,43.3,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Cuttack Paradip Passenger
MEMU,SR,Sullurupeta,Chennai Central,05:40,07:40,2,19.0,83.0,41.5,SMTWTFS,T,T,T,T,T,T,T,FC,F,F,F,T,F,F,F,Sullurpeta Chennai EMU Local
MEMU,SR,Sullurupeta,Chennai Central,11:10,13:10,2,19.0,83.0,41.5,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Sullurpetta Chennai Central EMU
MEMU,SR,Sullurupeta,Chennai Central,13:30,15:30,2,19.0,83.0,41.5,SMTWTFS,T,T,T,T,T,T,T,FC,F,F,F,T,F,F,F,Spe-Mas Emu Local
MEMU,SR,Sullurupeta,Chennai Central,06:40,08:45,2.083333333,19.0,83.0,39.8,SMTWTFS,T,T,T,T,T,T,T,FC,F,F,F,T,F,F,F,Spe-Mas Emu Local
MEMU,SR,Sullurupeta,Chennai Central,20:20,22:25,2.083333333,19.0,83.0,39.8,SMTWTFS,T,T,T,T,T,T,T,FC,F,F,F,T,F,F,F,Sullurpeta Chennai EMU
MEMU,SR,Sullurupeta,Chennai Central,21:40,23:45,2.083333333,19.0,83.0,39.8,SMTWTFS,T,T,T,T,T,T,T,FC,F,F,F,T,F,F,F,Spe-Mas Emu Local
MEMU,?,Chennai Beach,Tiruttani,18:20,20:25,2.083333333,15.0,83.0,39.8,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Chennai Beach Tiruttani Fast
Pass,SR,Cheruvathur,Mangalore Central,06:30,08:35,2.083333333,10.0,83.0,39.8,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Charvattur Mangalore Passenger
MEMU,SR,Sullurupeta,Chennai Central,09:45,11:55,2.166666667,19.0,83.0,38.3,SMTWTFS,T,T,T,T,T,T,T,FC,F,F,F,T,F,F,F,Spe-Mas Emu Local
MEMU,SR,Sullurupeta,Chennai Central,18:15,20:25,2.166666667,19.0,83.0,38.3,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Spe-Mas Emu Local
Pass,ECoR,Paradip,Cuttack,10:45,12:55,2.166666667,7.0,83.0,38.3,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Paradip Cuttack Passenger
Pass,ECoR,Paradip,Cuttack,06:30,08:45,2.25,10.0,83.0,36.9,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Paradip Cuttack Passenger
