type,zone,from_station_name,to_station_name,departure,arrival,duration,number_of_halts,distance,speed,departure_days,sunday,monday,tuesday,wednesday,thursday,friday,saturday,classes,first_ac,second_ac,third_ac,first_class,sleeper,chair_car,second_sitting,name
Exp,NWR,Old Delhi,Barmer,17:30,09:45,16.25,34.0,829.0,51.0,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A,F,T,T,F,T,F,F,Delhi-Jaisalmer Express Slip
Exp,NR,Barmer,Old Delhi,18:30,11:10,16.66666667,33.0,829.0,49.7,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A,F,T,T,F,T,F,F,Barmer-Delhi MALANI Express
Exp,SWR,Hubli Junction,Chennai Central,20:20,11:55,15.58333333,16.0,834.0,53.5,------S,F,F,F,F,F,F,T,SL 3A 2A,F,T,T,F,T,F,F,Chennai Express
Exp,SWR,Chennai Central,Hubli Junction,14:10,06:45,16.58333333,15.0,834.0,50.3,S------,T,F,F,F,F,F,F,SL 3A 2A,F,T,T,F,T,F,F,Chennai Hubli Express
Exp,SR,Bangalore City Junction,Trivandrum Kochuveli,17:15,09:25,16.16666667,8.0,837.0,51.8,S--W-F-,T,F,F,T,F,T,F,SL 3A 2A,F,T,T,F,T,F,F,Bangalore-Kochuveli Tri-Weekly Express
Exp,SR,Trivandrum Kochuveli,Bangalore City Junction,16:05,08:35,16.5,8.0,837.0,50.7,--T-T-S,F,F,T,F,T,F,T,SL 3A 2A,F,T,T,F,T,F,F,Kochuveli-Bangalore Tri Weekly Express
Drnt,CR,Mumbai CST,Nagpur Junction,20:15,07:15,11,0.0,838.0,76.2,-M-W-F-,F,T,F,T,F,T,F,SL 3A 2A 1A,T,T,T,F,T,F,F,Mumbai CSTM-Nagpur Duronto Express
Drnt,CR,Nagpur Junction,Mumbai CST,20:50,07:50,11,0.0,838.0,76.2,S-T-T--,T,F,T,F,T,F,F,SL 3A 2A 1A,T,T,T,F,T,F,F,Nagpur-Mumbai CST Duronto Express
SF,CR,Nagpur Junction,Mumbai CST,21:00,12:00,15,31.0,838.0,55.9,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A,F,T,T,F,T,F,F,Sevagram Express
SF,CR,Mumbai CST,Nagpur Junction,15:00,06:10,15.16666667,31.0,838.0,55.3,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A,F,T,T,F,T,F,F,Sevagram Express
SF,CR,Mumbai CST,Nagpur Junction,15:00,06:10,15.16666667,31.0,838.0,55.3,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A,F,T,T,F,T,F,F,Sewagram Express Slip
Exp,WR,Bhuj,Mumbai Bandra Terminus,22:15,13:55,15.66666667,27.0,839.0,53.6,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A,F,T,T,F,T,F,F,Sayaji Nagari Express
Exp,WR,Bhuj,Mumbai Bandra Terminus,19:50,11:30,15.66666667,20.0,839.0,53.6,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A,F,T,T,F,T,F,F,Kutch Express
Exp,WR,Mumbai Bandra Terminus,Bhuj,17:10,09:30,16.33333333,20.0,839.0,51.4,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A,F,T,T,F,T,F,F,Kutch Express
Exp,WR,Mumbai Bandra Terminus,Bhuj,14:50,07:40,16.83333333,27.0,839.0,49.8,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A,F,T,T,F,T,F,F,Sayaji Nagari Express
Exp,SR,Trivandrum Central,Bangalore City Junction,16:05,08:35,16.5,20.0,843.0,51.1,---W---,F,F,F,T,F,F,F,SL 3A 2A,F,T,T,F,T,F,F,Tiruvananthapuram Bangalore Weekly Express
Exp,SR,Bangalore City Junction,Trivandrum Central,18:50,12:00,17.16666667,19.0,843.0,49.1,----T--,F,F,F,F,T,F,F,SL 3A 2A,F,T,T,F,T,F,F,Bangalore Tiruvananthapuram Weekly Express
Exp,NR,Dehradun,Varanasi Junction,18:15,15:45,21.5,48.0,846.0,39.3,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A,F,T,T,F,T,F,F,Dehradun Varanasi Janata Express
Exp,NR,Varanasi Junction,Dehradun,08:30,06:40,22.16666667,46.0,846.0,38.2,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A,F,T,T,F,T,F,F,Varanasi Dehradun Janata Express
Exp,KR,Ernakulam Junction (South),Madgaon Junction,14:35,04:00,13.41666667,11.0,850.0,63.4,-M-----,F,T,F,F,F,F,F,SL 3A 2A 1A,T,T,T,F,T,F,F,Ernakulam Madgaon Weekly SF Express
Exp,KR,Madgaon Junction,Ernakulam Junction (South),21:30,10:55,13.41666667,11.0,850.0,63.4,S------,T,F,F,F,F,F,F,SL 3A 2A 1A,T,T,T,F,T,F,F,Madgaon Ernakulam Weekly Super Fast Express
Exp,NWR,Hanumangarh Junction,Kota Junction,18:25,09:30,15.08333333,21.0,852.0,56.5,SMTWTFS,T,T,T,T,T,T,T,SL 3A FC 2A,F,T,T,T,T,F,F,Hanumangarh Kota Special
Exp,NWR,Kota Junction,Hanumangarh Junction,16:40,08:45,16.08333333,21.0,852.0,53.0,SMTWTFS,T,T,T,T,T,T,T,SL 3A FC 2A,F,T,T,T,T,F,F,Kota Hanumangarh Special
Exp,?,Hyderabad Kacheguda,Vasco Da Gama,21:00,15:00,18,16.0,853.0,47.4,S-TW-F-,T,F,T,T,F,T,F,SL 2A,F,T,F,F,T,F,F,Kacheguda-Vasco Prashanti Nilayam Slip
Exp,SCR,Vasco Da Gama,Hyderabad Kacheguda,07:10,05:00,21.83333333,16.0,853.0,39.1,S-T-TF-,T,F,T,F,T,T,F,SL 2A,F,T,F,F,T,F,F,Amaravati Express
SF,SR,Chennai Central,Kollam Junction,20:45,11:30,14.75,15.0,857.0,58.1,-M-----,F,T,F,F,F,F,F,SL 3A 2A,F,T,T,F,T,F,F,Chennai Central-Kollam SF Special
Exp,SR,Chennai Central,Kollam Junction,20:45,11:30,14.75,15.0,857.0,58.1,------S,F,F,F,F,F,F,T,SL 3A 2A,F,T,T,F,T,F,F,Chennai Central-Kollam Special
Exp,SR,Kollam Junction,Chennai Central,17:50,10:45,16.91666667,16.0,857.0,50.7,S------,T,F,F,F,F,F,F,SL 3A 2A,F,T,T,F,T,F,F,Kollam-Chennai Central Special
SF,SR,Kollam Junction,Chennai Central,17:50,10:45,16.91666667,16.0,857.0,50.7,--T----,F,F,T,F,F,F,F,SL 3A 2A,F,T,T,F,T,F,F,Kollam-Chennai Central SF Special
Exp,NER,Hatia,Gorakhpur Junction,16:55,17:10,24.25,47.0,857.0,35.3,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A,F,T,T,F,T,F,F,Maurya Express
SF,SR,Chennai Central,Kollam Junction,15:15,05:45,14.5,15.0,858.0,59.2,-----F-,F,F,F,F,F,T,F,SL 3A 2A,F,T,T,F,T,F,F,Chennai Central Kollam (Weekly) SF Special
SF,SR,Chennai Central,Kollam Junction,15:15,05:45,14.5,15.0,858.0,59.2,----T--,F,F,F,F,T,F,F,SL 3A 2A,F,T,T,F,T,F,F,Chennai Central-Kollam SF Special
SF,SR,Chennai Central,Kollam Junction,15:15,06:45,15.5,15.0,858.0,55.4,--T----,F,F,T,F,F,F,F,SL 3A 2A,F,T,T,F,T,F,F,Chennai Central-Kollam SF Special
SF,SR,Kollam Junction,Chennai Central,21:10,12:40,15.5,16.0,858.0,55.4,----T--,F,F,F,F,T,F,F,SL 3A 2A,F,T,T,F,T,F,F,KollamChennai Central SF Special
SF,SR,Chennai Central,Kollam Junction,23:30,15:30,16,15.0,858.0,53.6,---W---,F,F,F,T,F,F,F,SL 3A 2A,F,T,T,F,T,F,F,Chennai CentralKollam SF Special
SF,SR,Kollam Junction,Chennai Central,11:30,03:40,16.16666667,16.0,858.0,53.1,-----F-,F,F,F,F,F,T,F,SL 3A 2A,F,T,T,F,T,F,F,Kollam-Chennai Central SF Special
SF,SR,Kollam Junction,Chennai Central,11:30,03:40,16.16666667,16.0,858.0,53.1,---W---,F,F,F,T,F,F,F,SL 3A 2A,F,T,T,F,T,F,F,KollamChennai Central SF Special
SF,SR,Kollam Junction,Chennai Central,11:30,03:40,16.16666667,16.0,858.0,53.1,------S,F,F,F,F,F,F,T,SL 3A 2A,F,T,T,F,T,F,F,Kollam Chennai Central (Weekly) SF Special
Exp,NER,Gorakhpur Junction,Kolkata Chitpur,11:30,04:15,16.75,16.0,859.0,51.3,SMT--F-,T,T,T,F,F,T,F,SL 3A 2A,F,T,T,F,T,F,F,Purvanchal Express
Exp,NER,Kolkata Chitpur,Gorakhpur Junction,14:30,07:55,17.41666667,17.0,859.0,49.3,-MT-T-S,F,T,T,F,T,F,T,SL 3A 2A,F,T,T,F,T,F,F,Purvanchal Express
SF,NR,New Delhi,Rewa,23:55,14:15,14.33333333,10.0,860.0,60.0,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A,F,T,T,F,T,F,F,NewDelhi-Rewa Express
SF,NR,Rewa,New Delhi,16:00,06:45,14.75,9.0,860.0,58.3,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A,F,T,T,F,T,F,F,Rewa-NewDelhi Express
Exp,SWR,Bangalore Yesvantpur Junction,Bagalkot,17:40,12:10,18.5,19.0,860.0,46.5,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A,F,T,T,F,T,F,F,Basava Express
Exp,SWR,Bagalkot,Bangalore Yesvantpur Junction,14:10,10:10,20,18.0,860.0,43.0,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A,F,T,T,F,T,F,F,Basava Express
Exp,ER,Gonda Junction,Asansol Junction,15:00,11:15,20.25,18.0,862.0,42.6,---W---,F,F,F,T,F,F,F,SL 3A,F,F,T,F,T,F,F,Gonda-Asansol Express
Exp,ER,Asansol Junction,Gonda Junction,16:10,13:00,20.83333333,18.0,862.0,41.4,--T----,F,F,T,F,F,F,F,SL 3A,F,F,T,F,T,F,F,Asansol-Gonda Express
Exp,?,Barwadih Junction,Bareilly,15:30,12:30,21,36.0,862.0,41.0,SMTWTFS,T,T,T,T,T,T,T,SL,F,F,F,F,T,F,F,Tribeni Link Express
Exp,?,Bareilly,Barwadih Junction,12:00,10:45,22.75,36.0,862.0,37.9,S-T-T-S,T,F,T,F,T,F,T,SL,F,F,F,F,T,F,F,Triveni Express Slip
Exp,?,Bareilly,Barwadih Junction,12:00,10:45,22.75,38.0,862.0,37.9,---W-F-,F,F,F,T,F,T,F,SL,F,F,F,F,T,F,F,Triveni Express Slip
Exp,NCR,Dehradun,Allahabad Junction,13:25,08:10,18.75,29.0,863.0,46.0,SMTWTFS,T,T,T,T,T,T,T,SL 2A,F,T,F,F,T,F,F,Link Express
Exp,NCR,Allahabad Junction,Dehradun,17:45,13:10,19.41666667,34.0,863.0,44.4,SMTWTFS,T,T,T,T,T,T,T,SL 2A,F,T,F,F,T,F,F,Sangam Express Slip
Exp,NER,Gorakhpur Junction,Hatia,07:25,08:10,24.75,47.0,864.0,34.9,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A,F,T,T,F,T,F,F,Maurya Express
SF,NER,Agra Fort,Ahmedabad Junction,22:25,13:35,15.16666667,7.0,867.0,57.2,S-T--F-,T,F,T,F,F,T,F,SL 3A 2A,F,T,T,F,T,F,F,Agra Fort Ahmedabad Tri Weekly Express
SF,NER,Ahmedabad Junction,Agra Fort,16:55,08:10,15.25,7.0,867.0,56.9,-M-W--S,F,T,F,T,F,F,T,SL 3A 2A,F,T,T,F,T,F,F,Ahmedabad-Agra Fort Express
Exp,ER,Kolkata Sealdah,Varanasi Junction,21:15,21:40,24.41666667,76.0,871.0,35.7,SMTWTFS,T,T,T,T,T,T,T,SL,F,F,F,F,T,F,F,Sealdah-Varanasi Express
Exp,ER,Varanasi Junction,Kolkata Sealdah,08:40,10:55,26.25,76.0,871.0,33.2,SMTWTFS,T,T,T,T,T,T,T,SL,F,F,F,F,T,F,F,Varanasi- Sealdah Express
Exp,NWR,Amritsar Junction,Jaipur Junction,14:30,07:30,17,25.0,872.0,51.3,--T-T--,F,F,T,F,T,F,F,SL 3A,F,F,T,F,T,F,F,Amritsar - Jaipur Express
Exp,NWR,Jaipur Junction,Amritsar Junction,20:10,14:45,18.58333333,25.0,872.0,46.9,----T-S,F,F,F,F,T,F,T,SL 3A,F,F,T,F,T,F,F,Jaipur - Amritsar Express
GR,NR,Delhi Anand Vihar Terminus,Sasaram,19:15,08:15,13,5.0,874.0,67.2,------S,F,F,F,F,F,F,T,3A,F,F,T,F,F,F,F,Anand ViharT Delhi-Sasaram GaribRath Express
GR,NR,Sasaram,Delhi Anand Vihar Terminus,21:15,11:50,14.58333333,5.0,874.0,59.9,S------,T,F,F,F,F,F,F,3A,F,F,T,F,F,F,F,Sasaram-Anand ViharT Delhi GariRath Express
Exp,NER,Chhapra Junction,Mathura Junction,05:00,21:55,16.91666667,17.0,874.0,51.7,-M-W-F-,F,T,F,T,F,T,F,SL 3A,F,F,T,F,T,F,F,Chhapra Mathura Express
Exp,NER,Mathura Junction,Chhapra Junction,23:15,17:05,17.83333333,17.0,874.0,49.0,-M-W-F-,F,T,F,T,F,T,F,SL 3A,F,F,T,F,T,F,F,Mathura Chhapra Express
Exp,NER,Kolkata Chitpur,Gorakhpur Junction,14:30,08:10,17.66666667,20.0,875.0,49.5,-----F-,F,F,F,F,F,T,F,SL 3A 2A,F,T,T,F,T,F,F,Poorvanchal Express
Exp,NER,Gorakhpur Junction,Kolkata Chitpur,10:10,04:15,18.08333333,21.0,876.0,48.4,----T--,F,F,F,F,T,F,F,SL 3A 2A,F,T,T,F,T,F,F,Gorakhpur Kolkata Express
Exp,NFR,Guwahati,Darbhanga Junction,21:30,19:55,22.41666667,31.0,877.0,39.1,S-TWTFS,T,F,T,T,T,T,T,SL 3A,F,F,T,F,T,F,F,Jivachh Link Express
Exp,NFR,Darbhanga Junction,Guwahati,05:30,04:00,22.5,29.0,877.0,39.0,SMTWTFS,T,T,T,T,T,T,T,SL 3A,F,F,T,F,T,F,F,Jivachh Link Express
Pass,SER,Tatanagar Junction,Itwari,06:30,07:15,24.75,87.0,878.0,35.5,SMTWTFS,T,T,T,T,T,T,T,SL,F,F,F,F,T,F,F,Tatanagar-Itwari Passenger
Pass,SER,Itwari,Tatanagar Junction,21:30,00:05,26.58333333,101.0,878.0,33.0,SMTWTFS,T,T,T,T,T,T,T,SL,F,F,F,F,T,F,F,Itwari-Tatanagar Passenger
SF,SER,Visakhapatnam Junction,Kolkata Shalimar,13:45,03:30,13.75,14.0,880.0,64.0,---W---,F,F,F,T,F,F,F,SL 3A 2A,F,T,T,F,T,F,F,Visakhapatnam-Shalimar Express
SF,SER,Kolkata Shalimar,Visakhapatnam Junction,18:15,08:20,14.08333333,14.0,880.0,62.5,--T----,F,F,T,F,F,F,F,SL 3A 2A,F,T,T,F,T,F,F,Kolkata Shalimar-Visakhapatnam Superfast express
Exp,SCR,Mumbai CST,Secunderabad Junction,21:05,14:15,17.16666667,28.0,881.0,51.3,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A 1A,T,T,T,F,T,F,F,Mumbai-Secunderabad Devagiri Expres
Exp,SCR,Secunderabad Junction,Mumbai CST,13:35,07:10,17.58333333,27.0,881.0,50.1,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A 1A,T,T,T,F,T,F,F,Devagiri Express
SF,ER,Kolkata Howrah Junction,Allahabad City,20:00,12:15,16.25,24.0,882.0,54.3,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A,F,T,T,F,T,F,F,Vibhuti Express
SF,ER,Allahabad City,Kolkata Howrah Junction,15:40,07:55,16.25,26.0,882.0,54.3,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A,F,T,T,F,T,F,F,Vibhuti Express
Exp,NER,Kolkata Chitpur,Gorakhpur Junction,14:30,09:40,19.16666667,25.0,883.0,46.1,S--W---,T,F,F,T,F,F,F,SL 3A 2A,F,T,T,F,T,F,F,Poorvanchal Express
Exp,NER,Gorakhpur Junction,Kolkata Chitpur,08:00,04:15,20.25,24.0,883.0,43.6,---W--S,F,F,F,T,F,F,T,SL 3A 2A,F,T,T,F,T,F,F,Poorvanchal Express
Exp,SECR,Durg Junction,Kanpur Central,19:40,13:05,17.41666667,17.0,885.0,50.8,S-T----,T,F,T,F,F,F,F,SL 3A 2A,F,T,T,F,T,F,F,Betwa Express
Exp,SECR,Kanpur Central,Durg Junction,18:20,13:10,18.83333333,17.0,885.0,47.0,-M-W---,F,T,F,T,F,F,F,SL 3A 2A,F,T,T,F,T,F,F,Betwa Express
SF,SR,Mangalore Central,Chennai Central,16:10,08:00,15.83333333,16.0,889.0,56.1,S-TWTFS,T,F,T,T,T,T,T,SL 3A 2A 1A,T,T,T,F,T,F,F,Mangalore - Chennai Express
SF,SR,Chennai Central,Mangalore Central,20:25,12:25,16,29.0,889.0,55.6,SMTWTFS,T,T,T,T,T,T,T,SL 3A FC 2A,F,T,T,T,T,F,F,Chennai Mangalore Mail
SF,SR,Chennai Central,Mangalore Central,17:00,09:05,16.08333333,16.0,889.0,55.3,SM-WTFS,T,T,F,T,T,T,T,SL 3A 2A 1A,T,T,T,F,T,F,F,Chennai - Mangalore Express
SF,SR,Mangalore Central,Chennai Central,13:15,05:25,16.16666667,31.0,889.0,55.0,SMTWTFS,T,T,T,T,T,T,T,SL 3A FC 2A,F,T,T,T,T,F,F,Chennai Mail
GR,CR,Nagpur Junction,Pune Junction,18:35,09:45,15.16666667,7.0,890.0,58.7,S-T--F-,T,F,T,F,F,T,F,3A,F,F,T,F,F,F,F,Nagpur-Pune Garib Rath
SF,CR,Nagpur Junction,Pune Junction,18:35,09:45,15.16666667,16.0,890.0,58.7,-M-W--S,F,T,F,T,F,F,T,SL 3A 2A,F,T,T,F,T,F,F,Nagpur Pune Express
SF,CR,Pune Junction,Nagpur Junction,17:40,09:25,15.75,16.0,890.0,56.5,S-T-T--,T,F,T,F,T,F,F,SL 3A 2A,F,T,T,F,T,F,F,Pune -Nagpur SuperFast Express
GR,CR,Pune Junction,Nagpur Junction,17:40,09:25,15.75,7.0,890.0,56.5,-M-W--S,F,T,F,T,F,F,T,3A,F,F,T,F,F,F,F,Pune-Nagpur Garib Rath Express
Pass,CR,Balharshah Junction,Mumbai CST,17:30,12:00,18.5,39.0,891.0,48.2,SMTWTFS,T,T,T,T,T,T,T,SL 3A,F,F,T,F,T,F,F,Ballarshah Wardha Mumbai Passenger
SF,WCR,Jaipur Junction,Jabalpur Junction,17:25,09:05,15.66666667,15.0,894.0,57.1,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A 1A,T,T,T,F,T,F,F,Dayodaya Express
SF,SER,Durg Junction,Bhopal Junction,18:20,10:30,16.16666667,27.0,894.0,55.3,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A,F,T,T,F,T,F,F,Amarkantak Express
SF,SER,Bhopal Junction,Durg Junction,15:45,07:55,16.16666667,28.0,894.0,55.3,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A,F,T,T,F,T,F,F,Amarkantak Express
Exp,ECR,Mathura Junction,Patna Junction,22:00,17:20,19.33333333,10.0,895.0,46.3,-MTW--S,F,T,T,T,F,F,T,SL 3A 2A,F,T,T,F,T,F,F,Mathura Patna Express
Exp,ECR,Patna Junction,Mathura Junction,11:50,07:20,19.5,10.0,895.0,45.9,-M-WTF-,F,T,F,T,T,T,F,SL 3A 2A,F,T,T,F,T,F,F,Patna Mathura Express
SF,WCR,Jabalpur Junction,Jaipur Junction,20:25,11:40,15.25,15.0,896.0,58.8,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A 1A,T,T,T,F,T,F,F,Dayodaya Express
Exp,ECoR,Sambalpur Junction,Varanasi Junction,13:10,08:55,19.75,33.0,896.0,45.4,S--W---,T,F,F,T,F,F,F,SL 3A 2A,F,T,T,F,T,F,F,Sambalpur Varanasi Express
Exp,ECoR,Varanasi Junction,Sambalpur Junction,14:50,11:15,20.41666667,36.0,896.0,43.9,-M--T--,F,T,F,F,T,F,F,SL 3A 2A,F,T,T,F,T,F,F,Varanasi Sambalpur Express
Exp,SR,Chennai Central,Mangalore Central,11:30,04:35,17.08333333,29.0,902.0,52.8,SMTWTFS,T,T,T,T,T,T,T,SL 3A FC 2A,F,T,T,T,T,F,F,West Coast Express
Exp,SR,Mangalore Central,Chennai Central,21:45,15:15,17.5,30.0,902.0,51.5,SMTWTFS,T,T,T,T,T,T,T,SL 3A FC 2A,F,T,T,T,T,F,F,West Coast Express
Exp,SCR,Tirupati Main,Shahu Maharaj Terminus,20:30,16:35,20.08333333,29.0,903.0,45.0,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A,F,T,T,F,T,F,F,Haripriya Express
Exp,SCR,Shahu Maharaj Terminus,Tirupati Main,11:35,08:30,20.91666667,29.0,903.0,43.2,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A,F,T,T,F,T,F,F,Haripriya Express
SKr,WCR,Jabalpur Junction,Delhi Hazrat Nizamuddin,19:10,09:05,13.91666667,5.0,909.0,65.3,S--W-F-,T,F,F,T,F,T,F,SL 3A 2A 1A,T,T,T,F,T,F,F,Madhya Pradesh Sampark Kranti Express
SKr,WCR,Delhi Hazrat Nizamuddin,Jabalpur Junction,17:25,08:00,14.58333333,5.0,909.0,62.3,-M--T-S,F,T,F,F,T,F,T,SL 3A 2A 1A,T,T,T,F,T,F,F,Madhya Pradesh Sampark Kranti Express
SF,SR,Chennai Central,Trivandrum Central,15:15,06:35,15.33333333,10.0,909.0,59.3,S------,T,F,F,F,F,F,F,SL 3A 2A,F,T,T,F,T,F,F,Chennai-Thiruvananthapuram Express
SF,NR,Jabalpur Junction,Delhi Hazrat Nizamuddin,15:55,07:25,15.5,13.0,909.0,58.6,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A 1A,T,T,T,F,T,F,F,Gondwana Express
SF,SR,Chennai Central,Trivandrum Central,19:45,11:25,15.66666667,18.0,909.0,58.0,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A 1A,T,T,T,F,T,F,F,Chennai Tiruvananthapuram SF Mail
SF,NR,Delhi Hazrat Nizamuddin,Jabalpur Junction,15:25,07:15,15.83333333,12.0,909.0,57.4,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A 1A,T,T,T,F,T,F,F,Gondwana Express
SF,SR,Trivandrum Central,Chennai Central,20:10,12:25,16.25,9.0,909.0,55.9,------S,F,F,F,F,F,F,T,SL 3A 2A,F,T,T,F,T,F,F,Thiruvananthapuram Central Chennai Central weekly express
SF,SR,Trivandrum Central,Chennai Central,14:30,06:55,16.41666667,19.0,909.0,55.4,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A 1A,T,T,T,F,T,F,F,Tiruvananthapuram Chennai SF Mail
SF,NR,Indore Junction BG,Jodhpur Junction,06:20,22:00,15.66666667,21.0,911.0,58.1,SMTWTFS,T,T,T,T,T,T,T,2S SL CC 3A,F,F,T,F,T,T,T,Indore-Jodhpur Ranthambhore Express
SF,NR,Jodhpur Junction,Indore Junction BG,05:55,22:25,16.5,21.0,911.0,55.2,SMTWTFS,T,T,T,T,T,T,T,2S SL CC 3A,F,F,T,F,T,T,T,Jodhpur-Indore Ranthambhore Intercity Express
Exp,NR,Chandigarh,Allahabad Junction,16:25,11:20,18.91666667,35.0,913.0,48.3,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A,F,T,T,F,T,F,F,Chandigarh Allahabad Unchahar Express
Exp,NCR,Allahabad Junction,Chandigarh,14:15,10:15,20,39.0,913.0,45.7,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A,F,T,T,F,T,F,F,Unchahar Express
GR,NER,Lucknow Junction,Raipur Junction,14:40,07:15,16.58333333,10.0,917.0,55.3,-M--T--,F,T,F,F,T,F,F,3A,F,F,T,F,F,F,F,Lucknow-Raipur Garib Rath Express
GR,NER,Raipur Junction,Lucknow Junction,12:20,05:05,16.75,10.0,917.0,54.7,--T--F-,F,F,T,F,F,T,F,3A,F,F,T,F,F,F,F,Raipur-Lucknow Garib Rath
Exp,NR,Jaisalmer,Old Delhi,17:15,11:10,17.91666667,35.0,918.0,51.2,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A 1A,T,T,T,F,T,F,F,Jaisalmer Delhi Express
Exp,NR,Old Delhi,Jaisalmer,17:30,11:00,17.5,36.0,921.0,52.6,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A 1A,T,T,T,F,T,F,F,Delhi-Jaisalmer Express
SF,SR,Chennai Central,Trivandrum Central,15:25,07:40,16.25,19.0,922.0,56.7,SMTWTFS,T,T,T,T,T,T,T,SL 3A FC 2A,F,T,T,T,T,F,F,Chennai-Trivandrum SuperFast Express
SF,SR,Trivandrum Central,Chennai Central,17:10,09:50,16.66666667,19.0,922.0,55.3,SMTWTFS,T,T,T,T,T,T,T,SL 3A FC 2A,F,T,T,T,T,F,F,Trivandrum-Chennai Superfast Express
Pass,WR,Veraval,Mumbai Central,13:20,07:40,18.33333333,30.0,923.0,50.3,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A 1A,T,T,T,F,T,F,F,Veraval Mumbai Central Passenger Express
Mail,WR,Mumbai Central,Veraval,20:25,15:45,19.33333333,29.0,923.0,47.7,S-TWTFS,T,F,T,T,T,T,T,SL 3A 2A 1A,T,T,T,F,T,F,F,Saurashtra Mail
SF,SR,Nagercoil Junction,Chennai Central,19:40,12:25,16.75,18.0,927.0,55.3,S------,T,F,F,F,F,F,F,SL 3A,F,F,T,F,T,F,F,Nagercoil Chennai Central (Weekly) Superfast Expre
SF,SR,Chennai Central,Nagercoil Junction,18:15,11:05,16.83333333,17.0,927.0,55.1,-----F-,F,F,F,F,F,T,F,SL 3A,F,F,T,F,T,F,F,Chennai Central Nagercoil Weekly Superfast Express
Exp,ECoR,Patna Junction,Puri,08:55,03:20,18.41666667,22.0,928.0,50.4,---W---,F,F,F,T,F,F,F,SL 3A 2A,F,T,T,F,T,F,F,Baidyanathdham Express
SF,WR,Ahmedabad Junction,Old Delhi,18:30,10:10,15.66666667,16.0,933.0,59.6,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A 1A,T,T,T,F,T,F,F,Ashram SF Express
SF,WR,Old Delhi,Ahmedabad Junction,15:20,07:40,16.33333333,17.0,933.0,57.1,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A 1A,T,T,T,F,T,F,F,Ashram SF Express
Raj,WR,Ahmedabad Junction,New Delhi,17:45,07:25,13.66666667,6.0,934.0,68.3,SMTWTFS,T,T,T,T,T,T,T,3A 2A 1A,T,T,T,F,F,F,F,Ahmadabad-New Delhi Swarna Jayanti Rajdhani Expres
Raj,WR,New Delhi,Ahmedabad Junction,19:55,09:35,13.66666667,6.0,934.0,68.3,SMTWTFS,T,T,T,T,T,T,T,3A 2A 1A,T,T,T,F,F,F,F,New Delhi-Ahmedabad Swarna Jayanti Rajdhani Expres
SF,NWR,Jodhpur Junction,Mumbai Bandra Terminus,18:45,11:45,17,14.0,935.0,55.0,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A,F,T,T,F,T,F,F,Suryanagari Express
SF,NWR,Mumbai Bandra Terminus,Jodhpur Junction,13:30,06:30,17,14.0,935.0,55.0,SMTWTFS,T,T,T,T,T,T,T,SL 3A 2A,F,T,T,F,T,F,F,Suryanagari Express
Exp,WR,Mumbai Bandra Terminus,Jodhpur Junction,23:25,17:00,17.58333333,8.0,935.0,53.2,-----F-,F,F,F,F,F,T,F,SL 3A 2A,F,T,T,F,T,F,F,Bandra Jodhpur Express
