category,title,kJ,rate
dairy,Yeo Valley Organic W/Milk Blueberry Yogurt 450G,400,0.3
dairy,Danone Activia Natural Bio Yogurt 4X125g,279,0.32
dairy,Danone Activia Natural Bio Yogurt 500G,259,0.24
dairy,Light Choices Natural Fromage Frais 500G,196,0.17
dairy,Light Choices Vegetarian Fat Free Natural Bio Yogurt 200G,225,0.25
dairy,Light Choices Vegetarian Fat Free Natural Bio Yogurt 500G,225,0.18
dairy,Onken Biopot Vegetarian Fat Free 0.1% Natural Yogurt 450G,304,0.22
dairy,Tesco 0% Greek Natural Yogurt 200G,220,0.25
dairy,Tesco Finest Greek Yogurt 500G,550,0.36
dairy,Tesco Greek Light Yogurt 4X100g,325,0.37
dairy,Tesco Greek Style Natural Yogurt 200G,600,0.25
dairy,Tesco Greek Style Natural Yogurt 500G,600,0.2
dairy,Tesco Healthy Living Greek Style Natural Yogurt 500G,340,0.2
dairy,Tesco Low Fat Natural Yogurt 1Kg,285,0.16
dairy,Tesco Low Fat Natural Yogurt 4X125g,275,0.24
dairy,Tesco Low Fat Natural Yogurt 500G,285,0.18
dairy,Tesco Raspberry Breakfast Pots 2X190g,490,0.47
dairy,Tesco Value Natural Yogurt 500G,265,0.1
dairy,Total 10% Greek Yogurt 170G,540,0.52
dairy,Total Greek 0% Fat Yogurt 170G,221,0.59
dairy,Muller Amore Orange Yogurt 150G,607,0.4
dairy,Muller Amore Peach And Passion Fruit Yogurt 150G,610,0.4
dairy,Muller Amore Strawberry Yogurt 150G,603,0.4
dairy,Muller Amore Walnut And Honey Yogurt 150G,669,0.4
dairy,Perle De Lait Coconut Yogurt 4X125g,,0.39
dairy,Tesco Finest Champagne Rhubarb Yogurt 150G,565,0.46
dairy,Tesco Finest Devonshire Fudge Yogurt 150G,745,0.46
dairy,Tesco Finest Hazelnut Yogurt 150G,725,0.46
dairy,Tesco Finest Heather Honey & Stem Ginger 150G,640,0.46
dairy,Tesco Finest Lemon Curd Yogurt 150G,710,0.46
dairy,Tesco Finest Limited Edition Yogurt 150G,515,0.46
dairy,Tesco Finest Malaysian Coconut Yogurt 150G,725,0.46
dairy,Tesco Finest Raspberry & White Chocolate Yogurt 150G,655,0.46
dairy,Tesco Finest Scottish Raspberry Yogurt 150G,565,0.46
dairy,Tesco Finest Strawberry And Cream Yogurt 150G,535,0.46
dairy,Tesco Finest Swiss Black Cherry Yogurt 150G,570,0.46
dairy,Tesco Finest White Peach Yogurt 150G,550,0.46
dairy,Tesco Finest Wild Blueberry Yogurt 150G,560,0.46
dairy,Flora Pro.Activ Yogurt Drink Original 7X100g,211,0.56
dairy,Flora Pro.Activ Yogurt Drink Strawberry 7X100g,217,0.56
dairy,Healthy Living Chol Red Yogurt Drink Original 4X100g,350,0.4
dairy,Healthy Living Chol Red Yogurt Drink Strawberry 4X100g,370,0.4
dairy,Danone Actimel 0.1% Fat Original Drink 4X100g,121,0.4
dairy,Danone Actimel 0.1% Fat Original Drink 8X100g,121,0.29
dairy,Danone Actimel 0.1% Strawberry Drink 8X100g,125,0.29
dairy,Danone Actimel Blueberry Drink 8X100g,316,0.29
dairy,Danone Actimel Coconut Drink 8X100g,338,0.29
dairy,Danone Actimel Drink Multifruit 12Pk 12X100g,327,0.17
dairy,Danone Actimel Drink Original 0.1% 12Pk,121,0.17
dairy,Danone Actimel Drink Strawberry 12Pk 12X100g,316,0.17
dairy,Danone Actimel Multifruit Drink 8X100g,327,0.29
dairy,Danone Actimel Orange Drink 8X100g,315,0.29
dairy,Danone Actimel Original Drink 8X100g,301,0.29
dairy,Danone Actimel Peach And Mango 0% Drink 8X100g,116,0.29
dairy,Danone Actimel Raspberry 0% Drink 8X100g,125,0.33
dairy,Danone Actimel Strawberry Drink 4X100g,316,0.4
dairy,Danone Actimel Strawberry Drink 8X100g,316,0.29
dairy,Danone Actimel Vanilla Drink 8X100g,337,0.29
dairy,Tesco Natural Defences Yogurt Drink Blueberry 6X100g,285,0.25
dairy,Tesco Natural Defences Yogurt Drink Strawberry 6X100g,340,0.25
dairy,Tesco Natural Defences Yogurt Drink Strawberry 8X100g,340,0.25
dairy,Tesco Value Yogurt Drink 6X100g,,0.17
dairy,Tesco Ready Roll Sweet Shortcrust Pastry 375G,1635,0.4
dairy,Tesco Ready Rolled Shortcrust Pastry 375G,1840,0.33
vegetable,Miniature Leeks 110G,95,1.37
vegetable,Stir Fry Vegetable Medley 220G,153,0.83
vegetable,Tesco Mixed Vegetable Selection 350G,122,0.71
vegetable,Tesco Vegetable Medley 170G,151,0.88
vegetable,Tesco Choi Sum 200G,48,0.75
vegetable,Sliced Mushrooms 250G,56,0.39
vegetable,Sweet Potatoes 1 Kilograms,415,0.16
vegetable,Bartlett Organic Red Rooster Potatoes 1.5Kg,325,0.12
vegetable,Butternut And Sweet Potatoes 415G,180,0.36
vegetable,Tesco Finest Tender Vegetables With Caesar Butter 240G,295,0.83
vegetable,Tesco Garden Layered Vegetables 300G,305,0.43
vegetable,Tesco Root Vegetable For Mashing 565G,153,0.18
vegetable,Tesco Organic Carrot Batons 350G,156,0.26
vegetable,T.Ltd Edition Stir Fry Sauce 175G,620,0.56
vegetable,Tesco Black Bean Stir Fry Sauce 175G,440,0.57
vegetable,Tesco Chinese Stir Fry Sauce 175G,395,0.57
vegetable,Tesco Hoi Sin And Garlic Stir Fry Sauce 175G,790,0.57
vegetable,Tesco Oriental Stir Fry 230G,103,0.87
vegetable,Tesco Sweet Chilli Stir Fry Sauce 175G,500,0.57
